consumer_name;city;region;state;store;purchase_id;purchase_date;product_category;product_name;brand;size;color;quantity;unit_price;total_amount;payment_method;loyalty_member;salesperson
Kyle James;North Chad;Northeast;VT;2nd Swing Golf;TX06208;6/8/2025;Shorts;Puma Shorts;Puma;XS;Red;2;93.7;187.4;Credit Card;Yes;Andrew Walker MD
Jay Martinez;South Jennifer;South;AR;Worldwide Golf Shops;TX06209;26/2/2025;Polo;Original Penguin Polo;Original Penguin;XXL;Beige;1;99.26;99.26;Gift Card;Yes;Maureen Li
Jamie Fisher;Hahnside;Midwest;OH;PGA Tour Superstore;TX06210;15/12/2024;Shorts;Peter Millar Shorts;Peter Millar;S;Black;1;105.85;105.85;Gift Card;No;Robert James
Haley Mendez DDS;Michaelfort;West;HI;Worldwide Golf Shops;TX06211;12/4/2025;Skort;Peter Millar Skort;Peter Millar;XXL;Green;2;95.62;191.24;Debit Card;Yes;Annette White
Steven Wheeler;Randolphmouth;West;ID;Worldwide Golf Shops;TX06212;26/5/2025;Visor;Under Armour Visor;Under Armour;XL;White;1;64.4;64.4;Credit Card;Yes;Joseph Dunn
Christopher Peterson;Port Ellenland;West;AK;Peter Millar;TX06213;8/11/2023;Shorts;Under Armour Shorts;Under Armour;L;Beige;1;130.5;130.5;Cash;Yes;Daniel Garcia
Mario Evans;Dudleyville;South;TX;Ashworth;TX06214;20/12/2023;Dress;Puma Dress;Puma;S;Pink;1;54.01;54.01;Debit Card;No;Laura Trujillo
Jennifer Rosales;West Sarah;Northeast;MA;Golf Apparel Shop;TX06215;8/7/2025;Polo;Original Penguin Polo;Original Penguin;L;White;1;54.13;54.13;Gift Card;Yes;Joan Oliver
Justin Taylor;South Brent;South;LA;Golf Galaxy;TX06216;27/3/2024;Jacket;Nike Jacket;Nike;L;Beige;2;43.56;87.12;Cash;Yes;Zachary Brown
James Patrick;Port Davidview;South;AR;Golf Apparel Shop;TX06217;3/8/2024;Jacket;Under Armour Jacket;Under Armour;XXL;White;3;65.83;197.49;PayPal;Yes;Margaret Rios
Jacob Swanson;East Steven;West;HI;Worldwide Golf Shops;TX06218;5/4/2025;Shorts;Bad Birdie Shorts;Bad Birdie;L;White;1;145.48;145.48;Gift Card;No;Adriana Willis
Jessica Hammond;Johnsland;West;UT;Roger Dunn Golf Shops;TX06219;31/8/2025;Dress;Adidas Dress;Adidas;XS;Gray;1;71.67;71.67;Gift Card;Yes;Dylan Woods
Megan Hughes;East Anthony;Midwest;MO;Dick's Sporting Goods;TX06220;10/3/2024;Dress;Original Penguin Dress;Original Penguin;S;Gray;1;112.12;112.12;Gift Card;Yes;Tyler Eaton
Cassidy Jacobson;Fieldsbury;West;WY;Golf Galaxy;TX06221;2/8/2024;Shorts;Peter Millar Shorts;Peter Millar;XL;Pink;3;59.92;179.76;Debit Card;No;Andrew Harvey
Melissa Young;Port Richardshire;West;WY;Carl's Golfland;TX06222;30/12/2023;Shorts;Original Penguin Shorts;Original Penguin;XL;Pink;3;86.29;258.87;PayPal;No;Richard Smith
Erica Mckenzie;Hahnmouth;West;WA;Worldwide Golf Shops;TX06223;13/1/2024;Jacket;Peter Millar Jacket;Peter Millar;L;Black;3;62.76;188.28;Cash;Yes;Matthew Greene
Luis Reid;Sarabury;Northeast;PA;Golf Discount;TX06224;21/5/2024;Pants;Adidas Pants;Adidas;XXL;White;1;70.82;70.82;Debit Card;No;Jessica Hensley
Donna Curtis;South Jo;Midwest;IA;2nd Swing Golf;TX06225;25/1/2024;Shorts;Adidas Shorts;Adidas;XXL;Gray;1;50.26;50.26;Credit Card;No;Adam Jenkins
Jordan Chen;Jefferyside;West;WY;Peter Millar;TX06226;3/1/2024;Pants;Peter Millar Pants;Peter Millar;M;Beige;3;141.38;424.14;Cash;No;Carol Scott
Gloria Martinez;Millerfort;Midwest;MO;Golf Galaxy;TX06227;9/2/2025;Dress;Puma Dress;Puma;XL;Gray;1;71.93;71.93;Credit Card;No;Bradley Gonzalez
John Vincent;Port Anthony;Midwest;ND;Worldwide Golf Shops;TX06228;4/10/2024;Pants;Adidas Pants;Adidas;XXL;Beige;3;102.59;307.77;PayPal;No;Gregory Harris
Judith Woods;Jennifermouth;West;CA;Original Penguin;TX06229;2/6/2024;Pants;Under Armour Pants;Under Armour;XXL;Pink;2;108.94;217.88;PayPal;Yes;Rebecca Robbins
Elizabeth Jackson;Williamstad;South;MS;Carl's Golfland;TX06230;8/3/2025;Skort;Bad Birdie Skort;Bad Birdie;XXL;Pink;2;63.19;126.38;Credit Card;No;Alex Camacho DDS
Steven Moreno DVM;Jamesburgh;Midwest;IA;Golf Galaxy;TX06231;30/1/2025;Skort;Original Penguin Skort;Original Penguin;M;White;3;25.09;75.27;Credit Card;Yes;Keith Baldwin
Jennifer Lee;Kirbyshire;Northeast;VT;Golf Galaxy;TX06232;12/10/2024;Polo;Bad Birdie Polo;Bad Birdie;S;Beige;1;47.66;47.66;PayPal;Yes;Tammy Brown
Peter Rodriguez;Jessicamouth;Midwest;OH;Dick's Sporting Goods;TX06233;31/3/2024;Jacket;Ashworth Jacket;Ashworth;XL;Red;1;108.26;108.26;Gift Card;Yes;Linda Lucas
Brenda Davis MD;South Angela;West;CO;Bad Birdie;TX06234;10/4/2024;Visor;Peter Millar Visor;Peter Millar;M;Black;2;99.77;199.54;PayPal;No;Caitlin Nunez
Allison Frye;Elliottborough;Midwest;MO;Dick's Sporting Goods;TX06235;18/1/2025;Polo;Puma Polo;Puma;M;Red;3;114.22;342.66;Gift Card;Yes;Christina Thomas
Michael Lee;Davidborough;Northeast;NJ;Roger Dunn Golf Shops;TX06236;24/9/2023;Dress;Nike Dress;Nike;XL;White;3;134.81;404.43;Credit Card;Yes;Tiffany Reyes
Jose Chambers;North Williemouth;South;VA;Bad Birdie;TX06237;19/7/2024;Jacket;Bad Birdie Jacket;Bad Birdie;XL;Beige;1;100.37;100.37;Debit Card;Yes;Tiffany Edwards
Rodney Dean;Brookschester;Midwest;WI;Golf Galaxy;TX06238;19/2/2024;Cap;Original Penguin Cap;Original Penguin;XL;Navy;3;124.91;374.73;PayPal;Yes;Allen Le
Tiffany Fox;South Jenniferfort;West;WY;Original Penguin;TX06239;16/1/2025;Skort;Nike Skort;Nike;L;Red;1;67.11;67.11;Gift Card;Yes;Sandra Rush
Thomas Walker;New Carmenshire;West;CO;Dick's Sporting Goods;TX06240;17/11/2024;Dress;Nike Dress;Nike;XL;Black;1;71.95;71.95;Credit Card;Yes;Mary Moore
Jacqueline Johnson;East Michael;South;DE;Golf Galaxy;TX06241;2/5/2025;Visor;Bad Birdie Visor;Bad Birdie;M;Black;1;125.57;125.57;PayPal;Yes;Pamela Gonzalez
Audrey Ford;East Michaelshire;Northeast;NJ;Golf Apparel Shop;TX06242;25/10/2024;Cap;Peter Millar Cap;Peter Millar;S;Gray;3;97.41;292.23;PayPal;No;Mark Cole
James Morgan;Thomasstad;West;NM;Golf Apparel Shop;TX06243;8/11/2023;Skort;Puma Skort;Puma;XS;Beige;2;133.47;266.94;Cash;No;Dawn Henson
Alexander Young;East Ian;West;ID;Original Penguin;TX06244;8/10/2024;Jacket;Ashworth Jacket;Ashworth;XL;Blue;2;139.84;279.68;Gift Card;Yes;Brian Lane
Jennifer Johns;New Christopher;West;AK;Worldwide Golf Shops;TX06245;20/3/2024;Cap;Adidas Cap;Adidas;XS;Gray;4;140.32;561.28;Gift Card;No;Zachary Mann
Jennifer Alexander;Andrewsport;West;NM;Peter Millar;TX06246;27/1/2025;Skort;Under Armour Skort;Under Armour;XS;Black;3;83.05;249.15;Debit Card;Yes;Robert Yates
Robert May;East Joshua;South;LA;Peter Millar;TX06247;2/6/2024;Pants;Original Penguin Pants;Original Penguin;XXL;Pink;1;56.21;56.21;Debit Card;No;Kim Taylor
Kelly Sanchez;Hartfurt;South;TX;Golf Apparel Shop;TX06248;6/9/2025;Pants;Adidas Pants;Adidas;XXL;Black;1;117.23;117.23;Cash;No;Hannah George
Bradley Mckay;Port Douglas;Northeast;NH;2nd Swing Golf;TX06249;12/4/2025;Pants;Nike Pants;Nike;L;Beige;2;63.89;127.78;PayPal;No;Yesenia Garcia
Wesley Watson;Coxview;South;AL;Dick's Sporting Goods;TX06250;3/9/2024;Polo;Nike Polo;Nike;M;Navy;2;101.04;202.08;Cash;No;Wayne Hughes
Michele Ross;Benitezhaven;South;LA;Golf Galaxy;TX06251;17/1/2025;Shorts;Peter Millar Shorts;Peter Millar;M;Green;2;93.14;186.28;Cash;No;Matthew Moss
William Wilson;North Carriehaven;Northeast;RI;Bad Birdie;TX06252;3/9/2024;Cap;Adidas Cap;Adidas;M;White;2;148.31;296.62;PayPal;Yes;Kevin Scott
David Washington;Patrickport;West;UT;Bad Birdie;TX06253;15/6/2024;Polo;Peter Millar Polo;Peter Millar;M;Green;2;132.01;264.02;Cash;Yes;Amanda Murray
Paul Maxwell;West Penny;West;CO;Original Penguin;TX06254;18/1/2025;Jacket;Under Armour Jacket;Under Armour;XS;Pink;2;55.78;111.56;Gift Card;No;Susan Owens
Mark Wyatt;Camposhaven;West;HI;Ashworth;TX06255;15/3/2025;Skort;Nike Skort;Nike;L;Pink;2;117.89;235.78;Cash;No;Jeremy Nelson
Travis Ortega;Travisville;West;UT;Worldwide Golf Shops;TX06256;14/12/2024;Dress;Ashworth Dress;Ashworth;S;White;1;37.98;37.98;PayPal;No;Elizabeth Mcdonald
Amy Pruitt;North Nicolefurt;South;DC;Bad Birdie;TX06257;3/11/2024;Visor;Nike Visor;Nike;L;Red;3;33.22;99.66;Debit Card;No;Sarah Mccoy
Kristina Guzman;Carrillobury;South;GA;Ashworth;TX06258;26/9/2024;Polo;Original Penguin Polo;Original Penguin;L;Beige;1;79.46;79.46;PayPal;Yes;Luis Bowman
Phillip Smith;Lake Christine;West;OR;Ashworth;TX06259;13/6/2024;Cap;Nike Cap;Nike;XS;Navy;2;82.45;164.9;Cash;No;Laura Harper
Micheal Howard;Gloverside;Midwest;OH;Carl's Golfland;TX06260;29/3/2024;Skort;Peter Millar Skort;Peter Millar;S;Pink;1;35.62;35.62;Cash;Yes;Walter Tyler
Michelle Welch;Kevinfurt;South;VA;2nd Swing Golf;TX06261;27/10/2023;Jacket;Adidas Jacket;Adidas;S;Navy;2;37.33;74.66;PayPal;No;Molly Smith
Lisa Ramirez;Michaeltown;Northeast;ME;Golf Discount;TX06262;21/3/2025;Polo;Adidas Polo;Adidas;XXL;Beige;1;51.74;51.74;Debit Card;Yes;John Bell
Theresa Lowe;North Micheal;Northeast;MA;Worldwide Golf Shops;TX06263;12/5/2025;Jacket;Puma Jacket;Puma;XS;Green;3;74.89;224.67;PayPal;Yes;Shane Zamora
Kelsey Ponce;Tinahaven;West;HI;Golf Discount;TX06264;11/9/2025;Pants;Peter Millar Pants;Peter Millar;S;Blue;1;120.03;120.03;PayPal;No;Kathleen Brown
John Duncan;Ashleyborough;Midwest;NE;Original Penguin;TX06265;21/5/2025;Skort;Peter Millar Skort;Peter Millar;L;Navy;3;94.45;283.35;Cash;No;John Rangel
Kathleen Johnson;Wilkersonhaven;Midwest;WI;Peter Millar;TX06266;1/4/2025;Pants;Ashworth Pants;Ashworth;XL;Blue;1;72.35;72.35;Gift Card;Yes;Paul Mason
Kimberly Richard;North Andrew;Northeast;VT;2nd Swing Golf;TX06267;25/8/2024;Shorts;Bad Birdie Shorts;Bad Birdie;M;Red;3;83.36;250.08;Credit Card;No;Stephen Garcia
Shannon Walker;Courtneyshire;South;NC;Carl's Golfland;TX06268;20/3/2024;Skort;Nike Skort;Nike;S;Navy;1;37.02;37.02;Gift Card;Yes;Tina Allen
Janet Baker;Hoganport;South;AL;PGA Tour Superstore;TX06269;29/11/2023;Pants;Under Armour Pants;Under Armour;XS;Red;2;86.18;172.36;Credit Card;Yes;Lauren Caldwell
Elizabeth Ramirez;Isaacmouth;West;WY;2nd Swing Golf;TX06270;4/1/2024;Pants;Under Armour Pants;Under Armour;XS;Beige;3;48.81;146.43;Debit Card;No;Thomas Oliver
Omar Alvarado;Nicoleland;Northeast;NY;Peter Millar;TX06271;8/4/2024;Pants;Original Penguin Pants;Original Penguin;XL;Black;3;137.7;413.1;PayPal;No;Krystal Avila
Kelly Ferrell;South Nicholasberg;West;NV;2nd Swing Golf;TX06272;15/9/2025;Visor;Bad Birdie Visor;Bad Birdie;XXL;Pink;3;119.41;358.23;Cash;Yes;Janet Douglas
Benjamin Payne;West Sethbury;South;FL;Carl's Golfland;TX06273;3/4/2025;Cap;Original Penguin Cap;Original Penguin;XS;Black;3;40.37;121.11;Debit Card;Yes;Dominic Hall
Rhonda Williams;Hermanview;Midwest;IA;Roger Dunn Golf Shops;TX06274;26/7/2025;Jacket;Original Penguin Jacket;Original Penguin;XXL;Green;1;104.02;104.02;Cash;No;Elizabeth Burton
Cheryl Harris;Cookton;South;NC;2nd Swing Golf;TX06275;16/7/2025;Shorts;Puma Shorts;Puma;XS;White;1;48.12;48.12;Debit Card;Yes;Johnny Lewis
Michael Williams;Kyleville;Midwest;IA;Golf Discount;TX06276;21/6/2025;Pants;Bad Birdie Pants;Bad Birdie;L;Green;1;148.52;148.52;Debit Card;No;Danielle Cox MD
Michael Martin;Rachelview;Northeast;RI;Ashworth;TX06277;29/3/2025;Visor;Under Armour Visor;Under Armour;XS;Black;1;64.6;64.6;Gift Card;Yes;Nicole Griffin
Tara Robinson;East Melissa;South;KY;Ashworth;TX06278;4/10/2024;Polo;Puma Polo;Puma;XXL;White;2;126.49;252.98;Cash;No;Rebecca Booker
Michael Woods;Staciehaven;Northeast;ME;PGA Tour Superstore;TX06279;9/2/2025;Pants;Adidas Pants;Adidas;L;Blue;1;30.02;30.02;Credit Card;Yes;Emma Hudson
Nathan Figueroa;Hugheston;Northeast;NJ;Peter Millar;TX06280;15/12/2024;Dress;Bad Birdie Dress;Bad Birdie;XS;White;2;48.25;96.5;Credit Card;No;Cynthia Rodriguez
Jeffrey Harris;Markside;South;DC;2nd Swing Golf;TX06281;12/4/2024;Cap;Bad Birdie Cap;Bad Birdie;XL;Pink;4;68.31;273.24;Credit Card;Yes;Holly Lester
Anthony Torres;East Catherine;South;MD;Bad Birdie;TX06282;7/12/2023;Jacket;Puma Jacket;Puma;L;Navy;1;82.43;82.43;Gift Card;Yes;Wendy Ellis DVM
Dr. Dustin Pierce;Gilmorestad;South;DE;Worldwide Golf Shops;TX06283;10/1/2025;Polo;Under Armour Polo;Under Armour;M;Blue;1;63.45;63.45;Gift Card;Yes;Matthew Wall
Patrick Harvey;Debraborough;South;LA;Ashworth;TX06284;9/7/2025;Cap;Bad Birdie Cap;Bad Birdie;M;Gray;3;124.3;372.9;PayPal;No;Thomas Cruz
Charles Smith;Jackton;Midwest;MN;Bad Birdie;TX06285;23/6/2024;Jacket;Under Armour Jacket;Under Armour;XL;Black;2;77.97;155.94;Credit Card;Yes;Maria Woods
Jennifer Gallegos;New John;West;CO;Ashworth;TX06286;19/8/2025;Dress;Peter Millar Dress;Peter Millar;XXL;Blue;2;81.71;163.42;Gift Card;Yes;Kelly Miller
Robert Jones;East Tiffanystad;Northeast;CT;Dick's Sporting Goods;TX06287;16/4/2025;Polo;Ashworth Polo;Ashworth;XXL;Gray;3;110.1;330.3;Credit Card;Yes;Michelle Reese
Jeffrey Schwartz;Jenniferside;Midwest;IL;Worldwide Golf Shops;TX06288;12/7/2024;Skort;Ashworth Skort;Ashworth;XXL;Green;3;96.63;289.89;PayPal;No;Heather Lucas
Lindsay Brown;Port Vincent;South;AL;Ashworth;TX06289;22/12/2023;Dress;Ashworth Dress;Ashworth;XL;Red;3;74.4;223.2;Gift Card;No;Kyle Brown
Brandon Vasquez;Miguelhaven;Midwest;ND;2nd Swing Golf;TX06290;12/7/2025;Pants;Ashworth Pants;Ashworth;S;Black;3;71.01;213.03;Debit Card;Yes;Nicholas Norman
Dr. Mason Foster DDS;Ballborough;Midwest;IN;Worldwide Golf Shops;TX06291;19/6/2025;Cap;Nike Cap;Nike;L;Black;2;50.38;100.76;Gift Card;Yes;Roy Shelton
Brendan Rodriguez;North Michellestad;Midwest;KS;Carl's Golfland;TX06292;28/8/2024;Shorts;Original Penguin Shorts;Original Penguin;L;Green;3;74.58;223.74;Debit Card;Yes;Kelly Ramsey
Jennifer Lynn;North Thomasmouth;West;ID;Bad Birdie;TX06293;26/4/2025;Jacket;Peter Millar Jacket;Peter Millar;M;Red;3;140.49;421.47;Debit Card;No;Jessica Sullivan
Chelsea Smith;West Kimberly;West;ID;Bad Birdie;TX06294;1/10/2023;Pants;Puma Pants;Puma;L;Navy;1;128.02;128.02;Cash;No;Trevor Hill
Jennifer Wilson;West Robert;West;NV;Peter Millar;TX06295;23/6/2025;Skort;Nike Skort;Nike;XL;Gray;3;28.31;84.93;Gift Card;Yes;Lawrence Cook
Victoria Ramirez;Danielhaven;Midwest;IN;Dick's Sporting Goods;TX06296;20/1/2025;Cap;Under Armour Cap;Under Armour;XS;Gray;3;146.08;438.24;Debit Card;Yes;Melvin Hodge
Marilyn Torres;Grayfort;West;CA;Golf Galaxy;TX06297;15/7/2024;Skort;Under Armour Skort;Under Armour;XL;Black;3;130.08;390.24;Debit Card;No;Anthony Bond
Whitney Knight;New Susan;Northeast;NY;Golf Discount;TX06298;20/12/2023;Skort;Ashworth Skort;Ashworth;XL;Red;2;26.37;52.74;Credit Card;No;Chelsea Smith
George Nguyen;West Jacqueline;South;AR;Golf Galaxy;TX06299;31/10/2024;Jacket;Adidas Jacket;Adidas;XXL;Black;2;76.82;153.64;Cash;No;Debra Sullivan
George Lewis;Sloanport;South;SC;Ashworth;TX06300;14/1/2025;Cap;Under Armour Cap;Under Armour;XS;Gray;4;119.2;476.8;Debit Card;No;Michele Martinez
Heather Martinez;Jonesburgh;West;NM;Worldwide Golf Shops;TX06301;16/1/2024;Dress;Puma Dress;Puma;XL;Black;2;58.65;117.3;PayPal;No;Sandra Manning
Laura Allen;New Rachel;South;FL;Golf Galaxy;TX06302;13/7/2024;Dress;Original Penguin Dress;Original Penguin;M;Blue;3;29.38;88.14;PayPal;No;Alexis Cook
Laura Hill;Port Brianhaven;South;NC;Original Penguin;TX06303;23/11/2024;Skort;Puma Skort;Puma;XL;Green;2;65.55;131.1;PayPal;Yes;Connie Roberts
Cynthia Wood;New Edward;Northeast;RI;Worldwide Golf Shops;TX06304;12/3/2024;Shorts;Under Armour Shorts;Under Armour;XS;Beige;3;145.03;435.09;PayPal;Yes;Stephanie Oliver
Jeremiah Hays;West Mary;Midwest;MN;Golf Galaxy;TX06305;7/9/2024;Shorts;Nike Shorts;Nike;M;Blue;1;94.22;94.22;Gift Card;Yes;James Griffin
Debbie Little;Brownside;Northeast;NJ;Bad Birdie;TX06306;5/3/2024;Shorts;Under Armour Shorts;Under Armour;S;White;1;114.7;114.7;PayPal;Yes;Laura Christensen
Vincent Barnes;Lake Matthew;South;LA;Dick's Sporting Goods;TX06307;6/7/2024;Cap;Original Penguin Cap;Original Penguin;XS;Pink;4;50.18;200.72;Gift Card;Yes;Emily Rodriguez MD
Adam Martin;Davishaven;South;MD;Worldwide Golf Shops;TX06308;5/8/2024;Cap;Bad Birdie Cap;Bad Birdie;L;Green;2;110.47;220.94;Credit Card;Yes;Jessica Arnold
William Hall;Lake Maria;West;CA;Peter Millar;TX06309;14/12/2023;Visor;Original Penguin Visor;Original Penguin;S;Red;3;131.55;394.65;Gift Card;No;Charlene Austin
Samantha Martinez;Perezland;Midwest;MI;2nd Swing Golf;TX06310;30/8/2024;Jacket;Nike Jacket;Nike;XXL;Black;1;36.35;36.35;PayPal;No;Marissa Wagner
Aaron Gibson;Wellschester;Midwest;WI;PGA Tour Superstore;TX06311;12/11/2023;Pants;Under Armour Pants;Under Armour;M;Blue;2;110.58;221.16;Debit Card;No;Susan Hunter
Derek Jackson;Bakermouth;West;ID;Roger Dunn Golf Shops;TX06312;17/6/2024;Cap;Bad Birdie Cap;Bad Birdie;XL;Blue;3;32.7;98.1;Cash;No;Brenda Gibson
Zachary Taylor;Murphychester;South;TN;Roger Dunn Golf Shops;TX06313;11/3/2024;Dress;Nike Dress;Nike;S;Black;2;89.39;178.78;Debit Card;Yes;Victoria Nelson
Stephen Davis;Maryland;Northeast;CT;Bad Birdie;TX06314;7/11/2024;Dress;Peter Millar Dress;Peter Millar;XXL;Gray;1;27.36;27.36;PayPal;No;Thomas Aguirre
Roger Lee;West Michelleland;Midwest;SD;Carl's Golfland;TX06315;5/11/2023;Shorts;Adidas Shorts;Adidas;L;Beige;2;134.91;269.82;PayPal;No;Heather Brennan
Ashley Gray;Pittmanborough;Northeast;NY;Worldwide Golf Shops;TX06316;10/1/2024;Cap;Ashworth Cap;Ashworth;M;White;3;145.88;437.64;Debit Card;No;Tiffany Peters
Karen Keller;Yangmouth;Northeast;MA;Golf Discount;TX06317;16/9/2024;Shorts;Under Armour Shorts;Under Armour;XL;Beige;2;122.72;245.44;Gift Card;Yes;Elizabeth Barnes
Sara Hernandez;Guerreroborough;South;DC;Worldwide Golf Shops;TX06318;1/2/2024;Cap;Bad Birdie Cap;Bad Birdie;XL;Beige;2;37.25;74.5;Cash;No;Andrew Serrano
Stephen Simmons;South Bryce;West;HI;Original Penguin;TX06319;31/7/2024;Shorts;Peter Millar Shorts;Peter Millar;M;Green;3;49.47;148.41;PayPal;Yes;Carrie Williams
Ryan Hanson;New Jessicachester;West;WA;Carl's Golfland;TX06320;28/1/2025;Cap;Adidas Cap;Adidas;M;Black;3;128.63;385.89;Debit Card;No;Sandra Johnson
Keith Barnes;South Fernandoton;Northeast;NJ;Golf Discount;TX06321;20/6/2025;Shorts;Original Penguin Shorts;Original Penguin;M;Navy;1;30.65;30.65;PayPal;Yes;Kyle Lloyd
Sarah Howard;Reyesburgh;Midwest;MI;Peter Millar;TX06322;29/6/2024;Dress;Nike Dress;Nike;L;Blue;3;138.72;416.16;Cash;Yes;Monica Rowe
Susan Jackson;New Mollybury;Northeast;MA;Roger Dunn Golf Shops;TX06323;19/8/2025;Jacket;Adidas Jacket;Adidas;M;White;3;69.86;209.58;PayPal;Yes;Anthony Montoya
Nathan Rivera;Burnsshire;Midwest;NE;Golf Apparel Shop;TX06324;26/11/2024;Visor;Ashworth Visor;Ashworth;XXL;White;2;38.1;76.2;PayPal;No;Thomas Johnston
Emily King;East Edward;Northeast;NH;Roger Dunn Golf Shops;TX06325;10/9/2024;Polo;Original Penguin Polo;Original Penguin;L;Red;1;65.42;65.42;Cash;Yes;Frances Cook
Darren Waters;Davisborough;Northeast;ME;Bad Birdie;TX06326;12/4/2025;Pants;Puma Pants;Puma;L;White;3;32.89;98.67;Gift Card;No;Timothy Kelly
Veronica Kelly;Port Allison;West;OR;PGA Tour Superstore;TX06327;23/4/2024;Dress;Original Penguin Dress;Original Penguin;L;Blue;1;26.44;26.44;Gift Card;No;Tracy Li
Abigail Collins;East Cole;South;MS;Ashworth;TX06328;21/1/2024;Pants;Ashworth Pants;Ashworth;XS;Red;3;149.27;447.81;Gift Card;Yes;Michelle Jordan DDS
Kevin Calderon;Port Valerieshire;West;HI;Golf Apparel Shop;TX06329;26/3/2025;Dress;Under Armour Dress;Under Armour;L;Pink;2;127.69;255.38;Cash;No;Roy Pena
Joseph Davidson;Michaelfort;Northeast;NH;Dick's Sporting Goods;TX06330;14/4/2024;Jacket;Puma Jacket;Puma;L;Green;2;116.88;233.76;Cash;No;Grant Whitaker
Denise Wells;North Travis;South;VA;Carl's Golfland;TX06331;29/9/2023;Visor;Adidas Visor;Adidas;L;Green;1;74.64;74.64;Credit Card;Yes;Jose Harrell
Emily Brewer;East Samantha;South;SC;Ashworth;TX06332;10/2/2024;Jacket;Peter Millar Jacket;Peter Millar;S;Green;1;138.2;138.2;Credit Card;No;Catherine Norris
Lisa Hernandez;North Donna;South;OK;Golf Discount;TX06333;13/10/2023;Dress;Original Penguin Dress;Original Penguin;XL;Navy;2;75.86;151.72;Debit Card;No;Michele Merritt
Stephen Williams;West Samantha;West;ID;Original Penguin;TX06334;25/9/2024;Skort;Under Armour Skort;Under Armour;M;Black;1;40.33;40.33;Credit Card;Yes;Philip Schmidt
Shane Kane;West Angelaport;Midwest;OH;Peter Millar;TX06335;31/5/2025;Skort;Adidas Skort;Adidas;M;Black;2;34.58;69.16;Credit Card;Yes;Jason Larsen
Mario Gonzalez;Davidport;West;MT;Worldwide Golf Shops;TX06336;2/5/2025;Polo;Adidas Polo;Adidas;XXL;Gray;2;83.44;166.88;Gift Card;Yes;Bonnie Brown
Katherine Johnson;Ashleytown;Midwest;SD;Peter Millar;TX06337;30/3/2024;Visor;Bad Birdie Visor;Bad Birdie;XS;Green;1;48.61;48.61;Gift Card;Yes;Alexandria Parker
Mary Gross;West Dustinstad;Midwest;MI;Original Penguin;TX06338;17/10/2024;Pants;Under Armour Pants;Under Armour;M;Red;3;92.39;277.17;PayPal;No;Janet Stone
John Fuller;Brownview;West;MT;PGA Tour Superstore;TX06339;6/4/2024;Polo;Original Penguin Polo;Original Penguin;XS;Navy;2;89.68;179.36;PayPal;No;Matthew Reyes
Caitlin Johns;North Michaelborough;Midwest;KS;Original Penguin;TX06340;3/10/2023;Skort;Bad Birdie Skort;Bad Birdie;XXL;Green;1;66.27;66.27;Debit Card;No;Tim Brown
Adam White;East Matthew;West;OR;Golf Discount;TX06341;3/5/2025;Polo;Under Armour Polo;Under Armour;L;Black;3;64.81;194.43;PayPal;No;Allison Maldonado
Stephanie Williams;West Sheri;South;SC;Dick's Sporting Goods;TX06342;4/12/2024;Shorts;Nike Shorts;Nike;L;Navy;3;82.4;247.2;Debit Card;Yes;Brandon Gray
Christopher Blackburn;Brownchester;West;UT;Golf Galaxy;TX06343;30/11/2023;Visor;Nike Visor;Nike;XL;Pink;3;55.11;165.33;PayPal;No;Mrs. Colleen Preston PhD
Marcus Henderson;Lake Scott;South;FL;Carl's Golfland;TX06344;27/2/2024;Visor;Peter Millar Visor;Peter Millar;XS;Beige;1;96.21;96.21;Credit Card;Yes;John Martin
Amy Gonzales;Kevinton;South;AR;Original Penguin;TX06345;18/8/2024;Jacket;Bad Birdie Jacket;Bad Birdie;XXL;Beige;1;144.56;144.56;Gift Card;No;Bobby Hudson
Alison Santos;Frostmouth;Midwest;KS;PGA Tour Superstore;TX06346;2/6/2025;Shorts;Original Penguin Shorts;Original Penguin;XL;Blue;2;111.54;223.08;Cash;No;Shawn Velasquez
Jeffrey Mcintyre;Parkerview;West;AZ;Roger Dunn Golf Shops;TX06347;11/12/2023;Pants;Ashworth Pants;Ashworth;L;White;2;60.8;121.6;PayPal;Yes;Timothy Bryant
Joshua George;Mollyland;South;FL;Carl's Golfland;TX06348;5/3/2025;Visor;Under Armour Visor;Under Armour;L;White;2;27.64;55.28;Gift Card;Yes;Katie Robertson
Christopher Williams;Castroberg;Midwest;MO;Peter Millar;TX06349;5/10/2024;Shorts;Nike Shorts;Nike;XXL;White;1;110.25;110.25;Debit Card;No;Kenneth Small
Ricky Porter;Kristystad;South;WV;PGA Tour Superstore;TX06350;18/12/2024;Cap;Original Penguin Cap;Original Penguin;XXL;Beige;2;103.24;206.48;Cash;No;Mr. Jay Whitney
Amy Burton;South Dominiquemouth;West;NV;2nd Swing Golf;TX06351;12/2/2024;Skort;Nike Skort;Nike;XL;Navy;1;47.63;47.63;Debit Card;Yes;Natasha Clark
David West;Meltonview;Northeast;ME;Golf Apparel Shop;TX06352;9/1/2024;Pants;Bad Birdie Pants;Bad Birdie;XL;White;1;124.37;124.37;PayPal;Yes;Timothy Moran
Eric Lucas;Kathymouth;West;HI;Worldwide Golf Shops;TX06353;29/10/2023;Shorts;Puma Shorts;Puma;S;Gray;1;53.2;53.2;PayPal;Yes;Jody Salazar
